TrendLabs	NN	X	O

Table	NN	001111000	O
of	IN	00010	O
Contents	NNS	X	O
Infection	NN	X	O
Vectors	NNS	X	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
.	.	0110	O
2	CD	00111110010	O
Spear-phishing	JJ	X	O
Emails	NNS	X	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
..	VBZ	011101001	O
2	CD	00111110010	O
Website	JJ	X	O
Redirects	NNS	X	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
..	VBZ	011101001	O
2	CD	00111110010	O
Direct	JJ	X	O
Links	NNS	X	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
.	.	0110	O
3	CD	00111110010	O
Malicious	JJ	0100010	O
Attachments	NNS	X	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
...	:	011101001	O
.	.	0110	O
3	CD	00111110010	O
Mail	NNP	X	O
Sending	NNP	X	O
Method	NNP	X	O
